open_date,direction,displacement_category,entry_time,pivot_time,flem_time,current_time,label,retrace,pivot_price,flem_price,pivot_flem_dist,time_since_pivot_sec,body_last,body_sum,body_mean,in_dir_ratio,max_in_dir_run,bars_since_pivot
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:00:00-05:00,0,6.339622641509434,21066.75,21093.25,26.5,15840.0,6.25,6.25,6.25,1.0,1,1
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:00:30-05:00,0,6.245283018867925,21066.75,21093.25,26.5,15870.0,2.5,8.75,4.375,0.5,1,2
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:01:00-05:00,0,6.245283018867925,21066.75,21093.25,26.5,15900.0,0.25,9.0,3.0,0.3333333333333333,1,3
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:01:30-05:00,0,6.235849056603773,21066.75,21093.25,26.5,15930.0,0.75,9.75,2.4375,0.25,1,4
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:02:00-05:00,0,6.415094339622642,21066.75,21093.25,26.5,15960.0,5.25,15.0,3.0,0.4,1,5
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:02:30-05:00,0,6.40566037735849,21066.75,21093.25,26.5,15990.0,0.25,15.25,2.5416666666666665,0.3333333333333333,1,6
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:03:00-05:00,0,6.462264150943396,21066.75,21093.25,26.5,16020.0,1.5,16.75,2.392857142857143,0.42857142857142855,1,7
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:03:30-05:00,0,6.471698113207547,21066.75,21093.25,26.5,16050.0,0.0,16.75,2.09375,0.375,1,8
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:04:00-05:00,0,6.39622641509434,21066.75,21093.25,26.5,16080.0,1.75,18.5,2.0555555555555554,0.3333333333333333,1,9
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:04:30-05:00,0,6.2924528301886795,21066.75,21093.25,26.5,16110.0,2.5,21.0,2.1,0.3,1,10
