open_date,direction,displacement_category,entry_time,pivot_time,flem_time,current_time,label,retrace,pivot_price,flem_price,pivot_flem_dist,time_since_pivot_sec,body_last,body_sum,body_mean,in_dir_ratio,max_in_dir_run,bars_since_pivot,score,pred_top2
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:28:00-05:00,0,-20.833333333333332,21018.75,21039.75,21.0,15900.0,14.0,274.5,4.815789473684211,0.4561403508771929,4,57,7.193475356193529e-10,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:28:30-05:00,0,-20.94047619047619,21018.75,21039.75,21.0,15930.0,1.5,276.0,4.758620689655173,0.4482758620689655,4,58,1.248164465888766e-09,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:29:00-05:00,0,-20.452380952380953,21018.75,21039.75,21.0,15960.0,10.5,286.5,4.8559322033898304,0.4576271186440678,4,59,1.4710183022164154e-09,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:29:30-05:00,0,-20.392857142857142,21018.75,21039.75,21.0,15990.0,1.75,288.25,4.804166666666666,0.4666666666666667,4,60,2.3991649076635766e-09,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:30:00-05:00,0,-20.607142857142858,21018.75,21039.75,21.0,16020.0,4.75,293.0,4.80327868852459,0.4590163934426229,4,61,3.0718408675266034e-09,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:30:30-05:00,0,-22.22619047619047,21018.75,21039.75,21.0,16050.0,33.75,326.75,5.270161290322581,0.4516129032258064,4,62,2.528130966534092e-09,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:31:00-05:00,0,-22.892857142857142,21018.75,21039.75,21.0,16080.0,13.75,340.5,5.404761904761905,0.4444444444444444,4,63,5.296025478607994e-09,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:31:30-05:00,0,-24.595238095238095,21018.75,21039.75,21.0,16110.0,35.5,376.0,5.875,0.4375,4,64,5.04193622227555e-09,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:32:00-05:00,0,-23.80952380952381,21018.75,21039.75,21.0,16140.0,16.25,392.25,6.0346153846153845,0.4461538461538462,4,65,1.0693319562699046e-08,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:32:30-05:00,0,-25.75,21018.75,21039.75,21.0,16170.0,40.75,433.0,6.5606060606060606,0.4393939393939394,4,66,9.696825037315219e-09,0
2025-02-28,long,medium,2025-02-28 10:04:59-05:00,2025-02-28 05:03:00-05:00,2025-02-28 05:02:00-05:00,2025-02-28 09:33:00-05:00,0,-25.333333333333332,21018.75,21039.75,21.0,16200.0,9.5,442.5,6.604477611940299,0.4477611940298507,4,67,2.5513583105159348e-08,0
