Date,Time,Symbol,Buy/Sell,Quantity,Price,Spread,Expiration,Strike,Call/Put,Commission,Fees
01/02/25,09:54:00,MNQ,Sell,26,21348.5,Future,Mar 25,,,,
01/02/25,09:54:30,MNQ,Buy,26,21337.25,Future,Mar 25,,,,
01/02/25,11:41:00,MNQ,Sell,33,21318.5,Future,Mar 25,,,,
01/02/25,11:41:30,MNQ,Buy,33,21309.75,Future,Mar 25,,,,
01/02/25,11:50:00,MNQ,Sell,50,21345.5,Future,Mar 25,,,,
01/02/25,11:50:30,MNQ,Buy,50,21339.75,Future,Mar 25,,,,
01/02/25,11:54:00,MNQ,Buy,29,21329.0,Future,Mar 25,,,,
01/02/25,11:55:00,MNQ,Sell,29,21306.0,Future,Mar 25,,,,
01/02/25,12:00:00,MNQ,Sell,20,21316.25,Future,Mar 25,,,,
01/02/25,12:01:00,MNQ,Buy,20,21306.25,Future,Mar 25,,,,
01/03/25,09:53:00,MNQ,Buy,7,21340.5,Future,Mar 25,,,,
01/03/25,09:57:00,MNQ,Sell,7,21378.75,Future,Mar 25,,,,
01/03/25,10:19:00,MNQ,Buy,14,21315.25,Future,Mar 25,,,,
01/03/25,10:21:00,MNQ,Sell,14,21279.25,Future,Mar 25,,,,
01/03/25,10:24:00,MNQ,Sell,27,21297.5,Future,Mar 25,,,,
01/03/25,10:25:00,MNQ,Buy,27,21322.25,Future,Mar 25,,,,
01/03/25,10:32:00,MNQ,Buy,9,21323.5,Future,Mar 25,,,,
01/03/25,10:35:00,MNQ,Sell,9,21355.25,Future,Mar 25,,,,
01/06/25,09:37:00,MNQ,Buy,11,21778.25,Future,Mar 25,,,,
01/06/25,09:41:00,MNQ,Sell,11,21804.5,Future,Mar 25,,,,
01/06/25,09:46:00,MNQ,Buy,5,21814.0,Future,Mar 25,,,,
01/06/25,10:22:30,MNQ,Sell,5,21870.75,Future,Mar 25,,,,
01/07/25,09:47:00,MNQ,Sell,11,21765.5,Future,Mar 25,,,,
01/07/25,09:53:00,MNQ,Buy,11,21791.0,Future,Mar 25,,,,
01/08/25,09:38:00,MNQ,Buy,45,21332.5,Future,Mar 25,,,,
01/08/25,09:38:30,MNQ,Sell,45,21338.75,Future,Mar 25,,,,
01/08/25,09:43:00,MNQ,Sell,11,21333.0,Future,Mar 25,,,,
01/08/25,09:45:00,MNQ,Buy,11,21356.25,Future,Mar 25,,,,
01/08/25,09:49:00,MNQ,Sell,21,21343.0,Future,Mar 25,,,,
01/08/25,09:50:00,MNQ,Buy,21,21368.25,Future,Mar 25,,,,
01/08/25,09:52:00,MNQ,Buy,9,21378.25,Future,Mar 25,,,,
01/08/25,09:53:00,MNQ,Sell,9,21320.75,Future,Mar 25,,,,
01/08/25,09:56:00,MNQ,Sell,41,21327.75,Future,Mar 25,,,,
01/08/25,09:56:30,MNQ,Buy,41,21320.75,Future,Mar 25,,,,
01/08/25,09:58:00,MNQ,Sell,9,21328.75,Future,Mar 25,,,,
01/08/25,10:01:00,MNQ,Buy,9,21369.0,Future,Mar 25,,,,
01/08/25,10:03:00,MNQ,Buy,6,21392.25,Future,Mar 25,,,,
01/08/25,10:09:00,MNQ,Sell,6,21351.5,Future,Mar 25,,,,
01/08/25,10:37:00,MNQ,Sell,125,21353.25,Future,Mar 25,,,,
01/08/25,10:37:30,MNQ,Buy,125,21351.0,Future,Mar 25,,,,
01/08/25,10:42:00,MNQ,Sell,34,21327.5,Future,Mar 25,,,,
01/08/25,10:43:00,MNQ,Buy,34,21319.0,Future,Mar 25,,,,
01/08/25,10:52:00,MNQ,Sell,83,21342.75,Future,Mar 25,,,,
01/08/25,10:52:30,MNQ,Buy,83,21339.5,Future,Mar 25,,,,
01/08/25,10:55:00,MNQ,Buy,13,21347.5,Future,Mar 25,,,,
01/08/25,11:03:00,MNQ,Sell,13,21322.0,Future,Mar 25,,,,
01/08/25,11:05:00,MNQ,Sell,15,21317.25,Future,Mar 25,,,,
01/08/25,11:07:00,MNQ,Buy,15,21298.25,Future,Mar 25,,,,
01/08/25,11:12:00,MNQ,Sell,11,21328.0,Future,Mar 25,,,,
01/08/25,11:21:00,MNQ,Buy,11,21356.0,Future,Mar 25,,,,
01/08/25,11:26:00,MNQ,Buy,40,21355.0,Future,Mar 25,,,,
01/08/25,11:26:30,MNQ,Sell,40,21362.25,Future,Mar 25,,,,
01/08/25,11:28:00,MNQ,Buy,34,21342.25,Future,Mar 25,,,,
01/08/25,11:31:00,MNQ,Sell,34,21350.75,Future,Mar 25,,,,
01/08/25,11:33:00,MNQ,Buy,14,21365.25,Future,Mar 25,,,,
01/08/25,11:37:30,MNQ,Sell,14,21386.25,Future,Mar 25,,,,
01/10/25,09:35:00,MNQ,Sell,7,21157.5,Future,Mar 25,,,,
01/10/25,09:38:00,MNQ,Buy,7,21117.75,Future,Mar 25,,,,
