day,direction,entry_time,entry_price,exit_time,exit_price,pnl,contracts,risk_dollars,outcome,exit_reason,pivot,flem,flem_saved_time,reentry_time,pivot_time,risk,target,stop_time,stop_price,retrace_at_entry,strong_count_recent3,very_strong
2026-01-05,long,2026-01-05 10:32:00-05:00,25680.0,2026-01-05 10:38:00-05:00,25660.5,-351.0,18,486.0,loss,stop,25666.5,25684.0,2026-01-05 10:30:00-05:00,2026-01-05 10:30:00-05:00,2026-01-05 10:30:00-05:00,13.5,25696.2,2026-01-05 10:38:00-05:00,25666.5,0.7714285714285715,0,False
2026-01-14,short,2026-01-14 09:40:00-05:00,25696.25,2026-01-14 09:41:30-05:00,25661.15,70.19999999999709,2,117.0,win,target_scale1,25725.5,25695.0,2026-01-14 09:39:00-05:00,2026-01-14 09:39:00-05:00,2026-01-14 09:39:00-05:00,29.25,25661.15,,,0.9590163934426229,0,False
2026-01-14,short,2026-01-14 09:40:00-05:00,25696.25,2026-01-14 09:43:30-05:00,25637.75,117.0,2,117.0,win,target_scale2,25725.5,25695.0,2026-01-14 09:39:00-05:00,2026-01-14 09:39:00-05:00,2026-01-14 09:39:00-05:00,29.25,25637.75,,,0.9590163934426229,0,False
2026-01-14,short,2026-01-14 09:40:00-05:00,25696.25,2026-01-14 09:55:30-05:00,25608.5,351.0,4,234.0,win,target,25725.5,25695.0,2026-01-14 09:39:00-05:00,2026-01-14 09:39:00-05:00,2026-01-14 09:39:00-05:00,29.25,25608.5,,,0.9590163934426229,0,False
2026-01-15,short,2026-01-15 09:59:00-05:00,25883.5,2026-01-15 10:07:30-05:00,25841.8,41.70000000000073,1,69.5,win,target_scale1,25918.25,25842.75,2026-01-15 09:55:00-05:00,2026-01-15 09:55:00-05:00,2026-01-15 09:56:00-05:00,34.75,25841.8,,,0.4602649006622517,0,False
2026-01-15,short,2026-01-15 09:59:00-05:00,25883.5,2026-01-15 10:51:30-05:00,25814.0,139.0,2,139.0,win,target_scale2,25918.25,25842.75,2026-01-15 09:55:00-05:00,2026-01-15 09:55:00-05:00,2026-01-15 09:56:00-05:00,34.75,25814.0,,,0.4602649006622517,0,False
2026-01-15,short,2026-01-15 09:59:00-05:00,25883.5,2026-01-15 11:00:00-05:00,25884.0,-2.0,4,278.0,forced_close,forced_close,25918.25,25842.75,2026-01-15 09:55:00-05:00,2026-01-15 09:55:00-05:00,2026-01-15 09:56:00-05:00,34.75,25779.25,,,0.4602649006622517,0,False
2026-01-16,short,2026-01-16 09:49:00-05:00,25823.5,2026-01-16 09:54:30-05:00,25788.1,70.80000000000291,2,118.0,win,target_scale1,25853.0,25813.0,2026-01-16 09:46:00-05:00,2026-01-16 09:46:00-05:00,2026-01-16 09:46:00-05:00,29.5,25788.1,,,0.7375,0,False
2026-01-16,short,2026-01-16 09:49:00-05:00,25823.5,2026-01-16 09:56:30-05:00,25764.5,118.0,2,118.0,win,target_scale2,25853.0,25813.0,2026-01-16 09:46:00-05:00,2026-01-16 09:46:00-05:00,2026-01-16 09:46:00-05:00,29.5,25764.5,,,0.7375,0,False
2026-01-16,short,2026-01-16 09:49:00-05:00,25823.5,2026-01-16 09:59:30-05:00,25735.0,354.0,4,236.0,win,target,25853.0,25813.0,2026-01-16 09:46:00-05:00,2026-01-16 09:46:00-05:00,2026-01-16 09:46:00-05:00,29.5,25735.0,,,0.7375,0,False
2026-01-20,long,2026-01-20 09:39:00-05:00,25326.25,2026-01-20 09:41:00-05:00,25251.25,-300.0,4,402.0,loss,stop,25276.0,25357.25,2026-01-20 09:36:00-05:00,2026-01-20 09:36:00-05:00,2026-01-20 09:37:00-05:00,50.25,25386.55,2026-01-20 09:41:00-05:00,25276.0,0.6184615384615385,0,False
2026-01-20,long,2026-01-20 09:45:00-05:00,25333.75,2026-01-20 09:48:00-05:00,25270.5,-316.25,5,460.0,loss,stop,25287.75,25357.25,2026-01-20 09:44:00-05:00,2026-01-20 09:44:00-05:00,2026-01-20 09:44:00-05:00,46.0,25388.95,2026-01-20 09:48:00-05:00,25287.75,0.6618705035971223,0,False
2026-01-20,long,2026-01-20 09:59:00-05:00,25334.75,2026-01-20 10:03:00-05:00,25292.5,-253.5,6,456.0,loss,stop,25296.75,25369.0,2026-01-20 09:57:00-05:00,2026-01-20 09:57:00-05:00,2026-01-20 09:58:00-05:00,38.0,25380.35,2026-01-20 10:03:00-05:00,25296.75,0.5259515570934256,0,False
2026-01-21,long,2026-01-21 09:50:00-05:00,25236.0,2026-01-21 09:52:30-05:00,25269.6,67.19999999999709,2,112.0,win,target_scale1,25208.0,25237.0,2026-01-21 09:49:00-05:00,2026-01-21 09:49:00-05:00,2026-01-21 09:50:00-05:00,28.0,25269.6,,,0.9655172413793104,0,False
2026-01-21,long,2026-01-21 09:50:00-05:00,25236.0,2026-01-21 09:55:30-05:00,25292.0,112.0,2,112.0,win,target_scale2,25208.0,25237.0,2026-01-21 09:49:00-05:00,2026-01-21 09:49:00-05:00,2026-01-21 09:50:00-05:00,28.0,25292.0,,,0.9655172413793104,0,False
2026-01-21,long,2026-01-21 09:50:00-05:00,25236.0,2026-01-21 09:57:30-05:00,25320.0,336.0,4,224.0,win,target,25208.0,25237.0,2026-01-21 09:49:00-05:00,2026-01-21 09:49:00-05:00,2026-01-21 09:50:00-05:00,28.0,25320.0,,,0.9655172413793104,0,False
2026-01-22,short,2026-01-22 09:42:00-05:00,25664.5,2026-01-22 09:43:30-05:00,25628.5,72.0,2,120.0,win,target_scale1,25694.5,25633.25,2026-01-22 09:38:00-05:00,2026-01-22 09:38:00-05:00,2026-01-22 09:40:00-05:00,30.0,25628.5,,,0.4897959183673469,0,False
2026-01-22,short,2026-01-22 09:42:00-05:00,25664.5,2026-01-22 09:47:30-05:00,25604.5,120.0,2,120.0,win,target_scale2,25694.5,25633.25,2026-01-22 09:38:00-05:00,2026-01-22 09:38:00-05:00,2026-01-22 09:40:00-05:00,30.0,25604.5,,,0.4897959183673469,0,False
2026-01-22,short,2026-01-22 09:42:00-05:00,25664.5,2026-01-22 09:48:30-05:00,25574.5,360.0,4,240.0,win,target,25694.5,25633.25,2026-01-22 09:38:00-05:00,2026-01-22 09:38:00-05:00,2026-01-22 09:40:00-05:00,30.0,25574.5,,,0.4897959183673469,0,False
2026-01-28,long,2026-01-28 09:53:00-05:00,26283.0,2026-01-28 10:11:00-05:00,26227.0,-224.0,4,424.0,loss,direction_flip,26230.0,26305.25,2026-01-28 09:47:00-05:00,2026-01-28 09:47:00-05:00,2026-01-28 09:49:00-05:00,53.0,26346.6,2026-01-28 10:11:00-05:00,26230.0,0.7043189368770764,0,False
2026-01-28,short,2026-01-28 10:15:00-05:00,26215.75,2026-01-28 10:16:00-05:00,26235.75,-280.0,14,483.0,loss,stop,26233.0,26214.25,2026-01-28 10:14:00-05:00,2026-01-28 10:14:00-05:00,2026-01-28 10:14:00-05:00,17.25,26195.05,2026-01-28 10:16:00-05:00,26233.0,0.92,0,False
2026-01-28,short,2026-01-28 10:27:00-05:00,26222.5,2026-01-28 10:44:30-05:00,26184.4,38.099999999998545,1,63.5,win,target_scale1,26254.25,26214.25,2026-01-28 10:17:00-05:00,2026-01-28 10:17:00-05:00,2026-01-28 10:17:00-05:00,31.75,26184.4,,,0.79375,0,False
2026-01-28,short,2026-01-28 10:27:00-05:00,26222.5,2026-01-28 10:58:30-05:00,26159.0,127.0,2,127.0,win,target_scale2,26254.25,26214.25,2026-01-28 10:17:00-05:00,2026-01-28 10:17:00-05:00,2026-01-28 10:17:00-05:00,31.75,26159.0,,,0.79375,0,False
2026-01-28,short,2026-01-28 10:27:00-05:00,26222.5,2026-01-28 11:00:00-05:00,26162.5,240.0,4,254.0,forced_close,forced_close,26254.25,26214.25,2026-01-28 10:17:00-05:00,2026-01-28 10:17:00-05:00,2026-01-28 10:17:00-05:00,31.75,26127.25,,,0.79375,0,False
2026-01-30,short,2026-01-30 10:05:00-05:00,25814.5,2026-01-30 10:06:00-05:00,25852.5,-304.0,8,492.0,loss,stop,25845.25,25813.0,2026-01-30 10:04:00-05:00,2026-01-30 10:04:00-05:00,2026-01-30 10:04:00-05:00,30.75,25777.6,2026-01-30 10:06:00-05:00,25845.25,0.9534883720930233,0,False
2026-01-30,long,2026-01-30 10:49:00-05:00,25922.5,2026-01-30 10:50:00-05:00,25908.5,-350.0,25,487.5,loss,stop,25912.75,25934.25,2026-01-30 10:48:00-05:00,2026-01-30 10:48:00-05:00,2026-01-30 10:49:00-05:00,9.75,25934.2,2026-01-30 10:50:00-05:00,25912.75,0.45348837209302323,0,False
2026-02-02,long,2026-02-02 09:35:00-05:00,25638.0,2026-02-02 09:36:30-05:00,25679.7,41.70000000000073,1,69.5,win,target_scale1,25603.25,25668.75,2026-02-02 09:34:00-05:00,2026-02-02 09:34:00-05:00,2026-02-02 09:35:00-05:00,34.75,25679.7,,,0.5305343511450382,0,False
2026-02-02,long,2026-02-02 09:35:00-05:00,25638.0,2026-02-02 09:37:30-05:00,25707.5,139.0,2,139.0,win,target_scale2,25603.25,25668.75,2026-02-02 09:34:00-05:00,2026-02-02 09:34:00-05:00,2026-02-02 09:35:00-05:00,34.75,25707.5,,,0.5305343511450382,0,False
2026-02-02,long,2026-02-02 09:35:00-05:00,25638.0,2026-02-02 09:49:30-05:00,25742.25,417.0,4,278.0,win,target,25603.25,25668.75,2026-02-02 09:34:00-05:00,2026-02-02 09:34:00-05:00,2026-02-02 09:35:00-05:00,34.75,25742.25,,,0.5305343511450382,0,False
2026-02-05,short,2026-02-05 09:34:00-05:00,24710.25,2026-02-05 09:35:00-05:00,24813.0,-411.0,4,426.0,loss,direction_flip,24763.5,24651.75,2026-02-05 09:33:00-05:00,2026-02-05 09:33:00-05:00,2026-02-05 09:34:00-05:00,53.25,24646.35,2026-02-05 09:35:00-05:00,24763.5,0.47651006711409394,0,False
2026-02-05,short,2026-02-05 10:11:00-05:00,24643.75,2026-02-05 10:14:30-05:00,24575.05,68.70000000000073,1,114.5,win,target_scale1,24701.0,24642.0,2026-02-05 10:10:00-05:00,2026-02-05 10:10:00-05:00,2026-02-05 10:11:00-05:00,57.25,24575.05,,,0.9703389830508474,0,False
2026-02-05,short,2026-02-05 10:11:00-05:00,24643.75,2026-02-05 11:00:00-05:00,24634.75,9.0,1,114.5,forced_close,forced_close,24701.0,24642.0,2026-02-05 10:10:00-05:00,2026-02-05 10:10:00-05:00,2026-02-05 10:11:00-05:00,57.25,24529.25,,,0.9703389830508474,0,False
2026-02-10,long,2026-02-10 10:02:00-05:00,25400.0,2026-02-10 10:06:30-05:00,25424.0,72.0,3,120.0,win,target_scale1,25380.0,25407.75,2026-02-10 10:00:00-05:00,2026-02-10 10:00:00-05:00,2026-02-10 10:01:00-05:00,20.0,25424.0,,,0.7207207207207207,0,False
2026-02-10,long,2026-02-10 10:02:00-05:00,25400.0,2026-02-10 10:07:30-05:00,25440.0,160.0,4,160.0,win,target_scale2,25380.0,25407.75,2026-02-10 10:00:00-05:00,2026-02-10 10:00:00-05:00,2026-02-10 10:01:00-05:00,20.0,25440.0,,,0.7207207207207207,0,False
2026-02-10,long,2026-02-10 10:02:00-05:00,25400.0,2026-02-10 10:14:00-05:00,25366.25,-168.75,5,200.0,loss,stop,25380.0,25407.75,2026-02-10 10:00:00-05:00,2026-02-10 10:00:00-05:00,2026-02-10 10:01:00-05:00,20.0,25460.0,2026-02-10 10:14:00-05:00,25380.0,0.7207207207207207,0,False
2026-02-10,long,2026-02-10 10:17:00-05:00,25384.0,2026-02-10 10:18:30-05:00,25410.1,52.19999999999709,2,87.0,win,target_scale1,25362.25,25407.75,2026-02-10 10:16:00-05:00,2026-02-10 10:16:00-05:00,2026-02-10 10:16:00-05:00,21.75,25410.1,,,0.47802197802197804,1,False
2026-02-10,long,2026-02-10 10:17:00-05:00,25384.0,2026-02-10 10:23:30-05:00,25427.5,130.5,3,130.5,win,target_scale2,25362.25,25407.75,2026-02-10 10:16:00-05:00,2026-02-10 10:16:00-05:00,2026-02-10 10:16:00-05:00,21.75,25427.5,,,0.47802197802197804,1,False
2026-02-10,long,2026-02-10 10:17:00-05:00,25384.0,2026-02-10 10:57:00-05:00,25353.0,-186.0,6,261.0,loss,direction_flip,25362.25,25407.75,2026-02-10 10:16:00-05:00,2026-02-10 10:16:00-05:00,2026-02-10 10:16:00-05:00,21.75,25449.25,2026-02-10 10:57:00-05:00,25362.25,0.47802197802197804,1,False
2026-02-11,short,2026-02-11 09:47:00-05:00,25373.25,2026-02-11 09:58:30-05:00,25297.65,226.79999999999563,3,378.0,win,target,25436.25,25339.0,2026-02-11 09:46:00-05:00,2026-02-11 09:46:00-05:00,2026-02-11 09:47:00-05:00,63.0,25297.65,,,0.6478149100257069,2,False
