day,direction,entry_time,entry_price,exit_time,exit_price,pnl,contracts,risk_dollars,outcome,exit_reason,pivot,flem,flem_saved_time,reentry_time,pivot_time,risk,target,stop_time,stop_price,retrace_at_entry,strong_count_recent3,very_strong,pwin_score
2026-03-03,long,2026-03-03 09:41:00-05:00,24598.75,2026-03-03 09:42:00-05:00,24560.0,-271.25,7,444.5,loss,stop,24567.0,24661.0,2026-03-03 09:40:00-05:00,2026-03-03 09:40:00-05:00,2026-03-03 09:41:00-05:00,31.75,24636.85,2026-03-03 09:42:00-05:00,24567.0,0.3351063829787234,0,False,0.6765458464622498
2026-03-03,long,2026-03-03 09:44:00-05:00,24550.0,2026-03-03 09:46:00-05:00,24572.25,289.25,13,487.5,win,target,24531.25,24661.0,2026-03-03 09:43:00-05:00,2026-03-03 09:43:00-05:00,2026-03-03 09:44:00-05:00,18.75,24572.5,,,0.14258188824662812,0,False,0.9909090876579285
2026-03-03,long,2026-03-03 09:49:00-05:00,24522.0,2026-03-03 09:49:30-05:00,24523.85,262.69999999979336,142,497.0,win,target,24520.25,24661.0,2026-03-03 09:48:00-05:00,2026-03-03 09:48:00-05:00,2026-03-03 09:49:00-05:00,1.75,24524.1,,,0.010657193605683837,0,False,0.6909999251365662
2026-03-03,short,2026-03-03 09:52:00-05:00,24527.25,2026-03-03 10:00:30-05:00,24479.8,284.70000000000437,6,477.0,win,target,24567.0,24487.5,2026-03-03 09:51:00-05:00,2026-03-03 09:51:00-05:00,2026-03-03 09:52:00-05:00,39.75,24479.55,,,0.4968553459119497,0,False,0.449162757396698
2026-03-03,short,2026-03-03 10:08:00-05:00,24494.0,2026-03-03 10:19:00-05:00,24434.85,295.7500000000073,5,495.0,win,target,24543.5,24461.75,2026-03-03 10:07:00-05:00,2026-03-03 10:07:00-05:00,2026-03-03 10:07:00-05:00,49.5,24434.6,,,0.6024464831804281,0,False,0.47620595097541807
2026-03-03,short,2026-03-03 11:06:00-05:00,24546.5,2026-03-03 11:07:00-05:00,24543.15,278.0499999998792,83,498.0,win,target,24549.5,24350.75,2026-03-03 11:05:00-05:00,2026-03-03 11:05:00-05:00,2026-03-03 11:06:00-05:00,3.0,24542.9,,,0.013836477987421384,2,False,0.482427191734314
2026-03-03,short,2026-03-03 11:08:00-05:00,24556.75,2026-03-03 11:09:00-05:00,24581.25,-367.5,15,487.5,loss,stop,24573.0,24350.75,2026-03-03 11:07:00-05:00,2026-03-03 11:07:00-05:00,2026-03-03 11:07:00-05:00,16.25,24537.25,2026-03-03 11:09:00-05:00,24573.0,0.0719910011248594,0,False,0.8390109896659851
2026-03-03,short,2026-03-03 11:15:00-05:00,24572.25,2026-03-03 11:16:00-05:00,24595.75,-329.0,14,497.0,loss,stop,24590.0,24350.75,2026-03-03 11:14:00-05:00,2026-03-03 11:14:00-05:00,2026-03-03 11:14:00-05:00,17.75,24550.95,2026-03-03 11:16:00-05:00,24590.0,0.07314524555903866,1,False,0.9909090876579285
2026-03-03,short,2026-03-03 11:18:00-05:00,24602.0,2026-03-03 11:18:30-05:00,24593.85,285.25000000005093,35,490.0,win,target,24609.0,24350.75,2026-03-03 11:17:00-05:00,2026-03-03 11:17:00-05:00,2026-03-03 11:18:00-05:00,7.0,24593.6,,,0.026137463697967087,0,False,0.8723515748977662
2026-03-03,short,2026-03-03 11:22:00-05:00,24589.75,2026-03-03 11:22:30-05:00,24575.6,283.0000000000291,20,480.0,win,target,24601.75,24350.75,2026-03-03 11:21:00-05:00,2026-03-03 11:21:00-05:00,2026-03-03 11:21:00-05:00,12.0,24575.35,,,0.046812749003984064,0,False,0.7110726833343506
