day,direction,entry_time,entry_price,exit_time,exit_price,pnl,contracts,risk_dollars,outcome,exit_reason,pivot,flem,flem_saved_time,reentry_time,pivot_time,risk,target,stop_time,stop_price,retrace_at_entry,strong_count_recent3,very_strong,pwin_score
2024-01-02,short,2024-01-02 09:37:00-05:00,16824.25,2024-01-02 09:38:30-05:00,16802.5,565.5,13,474.5,win,target,16842.5,16826.25,2024-01-02 09:36:00-05:00,2024-01-02 09:36:00-05:00,2024-01-02 09:36:00-05:00,18.25,16802.25,,,1.1076923076923078,1,False,0.7354395627975464
2024-01-03,long,2024-01-03 09:38:00-05:00,16610.5,2024-01-03 09:39:00-05:00,16617.25,580.5,43,494.5,win,target,16604.75,16632.75,2024-01-03 09:37:00-05:00,2024-01-03 09:37:00-05:00,2024-01-03 09:38:00-05:00,5.75,16617.5,,,0.19642857142857142,0,False,1.0
2024-01-03,long,2024-01-03 09:47:00-05:00,16628.25,2024-01-03 09:57:00-05:00,16606.75,-817.0,19,494.0,loss,stop,16615.25,16642.0,2024-01-03 09:46:00-05:00,2024-01-03 09:46:00-05:00,2024-01-03 09:47:00-05:00,13.0,16643.75,2024-01-03 09:57:00-05:00,16615.25,0.4766355140186916,0,False,0.6406431913375854
2024-01-03,long,2024-01-03 09:59:00-05:00,16611.0,2024-01-03 10:00:30-05:00,16631.75,581.0,14,490.0,win,target,16593.5,16642.0,2024-01-03 09:58:00-05:00,2024-01-03 09:58:00-05:00,2024-01-03 09:58:00-05:00,17.5,16632.0,,,0.3556701030927835,0,False,0.736195158958435
2024-01-03,long,2024-01-03 10:03:00-05:00,16632.0,2024-01-03 10:11:00-05:00,16595.0,-592.0,8,496.0,loss,stop,16601.0,16642.0,2024-01-03 10:02:00-05:00,2024-01-03 10:02:00-05:00,2024-01-03 10:02:00-05:00,31.0,16669.25,2024-01-03 10:11:00-05:00,16601.0,0.75,2,True,0.6760827541351319
2024-01-03,short,2024-01-03 10:30:00-05:00,16578.75,2024-01-03 10:37:30-05:00,16565.0,577.5,21,493.5,win,target,16590.5,16556.75,2024-01-03 10:28:00-05:00,2024-01-03 10:28:00-05:00,2024-01-03 10:30:00-05:00,11.75,16564.75,,,0.34074074074074073,0,False,0.6406431913375854
2024-01-03,short,2024-01-03 11:00:00-05:00,16594.75,2024-01-03 11:00:00-05:00,16595.25,-66.0,66,495.0,forced_close,forced_close,16598.5,16543.5,2024-01-03 10:59:00-05:00,2024-01-03 10:59:00-05:00,2024-01-03 11:00:00-05:00,3.75,16590.25,,,0.06363636363636363,1,False,0.6455031633377075
2024-01-04,long,2024-01-04 09:35:00-05:00,16480.5,2024-01-04 10:08:30-05:00,16507.5,540.0,10,455.0,win,target,16457.75,16488.75,2024-01-04 09:34:00-05:00,2024-01-04 09:34:00-05:00,2024-01-04 09:35:00-05:00,22.75,16507.75,,,0.7258064516129032,1,False,0.6827248334884644
2024-01-09,long,2024-01-09 09:37:00-05:00,16693.5,2024-01-09 09:43:00-05:00,16703.75,574.0,28,490.0,win,target,16684.75,16714.5,2024-01-09 09:36:00-05:00,2024-01-09 09:36:00-05:00,2024-01-09 09:37:00-05:00,8.75,16704.0,,,0.2857142857142857,1,False,0.7514029264450073
2024-01-09,long,2024-01-09 10:06:00-05:00,16687.5,2024-01-09 10:06:30-05:00,16692.75,577.5,55,495.0,win,target,16683.0,16712.25,2024-01-09 10:05:00-05:00,2024-01-09 10:05:00-05:00,2024-01-09 10:06:00-05:00,4.5,16693.0,,,0.1452991452991453,0,False,1.0
2024-01-10,long,2024-01-10 09:37:00-05:00,16863.25,2024-01-10 09:47:00-05:00,16847.5,-693.0,22,484.0,loss,stop,16852.25,16873.25,2024-01-10 09:34:00-05:00,2024-01-10 09:34:00-05:00,2024-01-10 09:35:00-05:00,11.0,16876.5,2024-01-10 09:47:00-05:00,16852.25,0.5119047619047619,0,False,0.6875137686729431
2024-01-10,long,2024-01-10 09:49:00-05:00,16853.0,2024-01-10 09:51:00-05:00,16832.0,-1176.0,28,490.0,loss,direction_flip,16844.25,16873.25,2024-01-10 09:48:00-05:00,2024-01-10 09:48:00-05:00,2024-01-10 09:48:00-05:00,8.75,16863.5,2024-01-10 09:51:00-05:00,16844.25,0.29310344827586204,0,False,1.0
2024-01-10,short,2024-01-10 10:12:00-05:00,16835.25,2024-01-10 10:13:00-05:00,16843.25,-720.0,45,495.0,loss,stop,16840.75,16801.75,2024-01-10 10:11:00-05:00,2024-01-10 10:11:00-05:00,2024-01-10 10:11:00-05:00,5.5,16828.75,2024-01-10 10:13:00-05:00,16840.75,0.1346153846153846,0,False,0.9345094799995423
2024-01-10,short,2024-01-10 10:15:00-05:00,16846.5,2024-01-10 10:17:00-05:00,16858.0,-759.0,33,495.0,loss,stop,16854.0,16801.75,2024-01-10 10:14:00-05:00,2024-01-10 10:14:00-05:00,2024-01-10 10:14:00-05:00,7.5,16837.5,2024-01-10 10:17:00-05:00,16854.0,0.13875598086124402,0,False,0.9775757551193237
2024-01-10,short,2024-01-10 10:23:00-05:00,16844.25,2024-01-10 10:29:00-05:00,16859.0,-1003.0,34,493.0,loss,stop,16851.5,16801.75,2024-01-10 10:22:00-05:00,2024-01-10 10:22:00-05:00,2024-01-10 10:22:00-05:00,7.25,16835.5,2024-01-10 10:29:00-05:00,16851.5,0.1407035175879397,0,False,0.7879720330238342
2024-01-10,long,2024-01-10 10:36:00-05:00,16863.5,2024-01-10 10:38:00-05:00,16855.75,-775.0,50,500.0,loss,stop,16858.5,16871.25,2024-01-10 10:35:00-05:00,2024-01-10 10:35:00-05:00,2024-01-10 10:36:00-05:00,5.0,16869.5,2024-01-10 10:38:00-05:00,16858.5,0.37254901960784315,0,False,0.8437062978744507
2024-01-11,long,2024-01-11 09:41:00-05:00,17021.75,2024-01-11 09:43:00-05:00,16991.25,-1098.0,18,495.0,loss,stop,17008.0,17043.0,2024-01-11 09:40:00-05:00,2024-01-11 09:40:00-05:00,2024-01-11 09:40:00-05:00,13.75,17038.25,2024-01-11 09:43:00-05:00,17008.0,0.38571428571428573,0,False,0.9909090876579285
2024-01-11,long,2024-01-11 09:45:00-05:00,16987.5,2024-01-11 09:45:30-05:00,16992.75,577.5,55,495.0,win,target,16983.0,17043.0,2024-01-11 09:44:00-05:00,2024-01-11 09:44:00-05:00,2024-01-11 09:45:00-05:00,4.5,16993.0,,,0.07083333333333333,0,False,0.9919999957084655
